Country_Region,Date,Commodity_Name,Price
Central Region,2014-01-15,Beans - Retail,465.22
Central Region,2014-01-15,Cassava - Retail,97.42
Central Region,2014-01-15,Groundnuts (shelled) - Retail,390.03499999999997
Central Region,2014-01-15,Maize - Retail,144.77
Central Region,2014-01-15,Rice - Retail,389.08
Central Region,2014-02-15,Maize - Retail,121.07499999999999
Central Region,2014-03-15,Maize - Retail,113.515
Central Region,2014-03-15,Rice - Retail,478.06
Central Region,2014-04-15,Beans - Retail,396.41
Central Region,2014-04-15,Cassava - Retail,115.525
Central Region,2014-04-15,Groundnuts (shelled) - Retail,428.99
Central Region,2014-04-15,Maize - Retail,97.215
Central Region,2014-04-15,Rice - Retail,402.73
Central Region,2014-05-15,Maize - Retail,88.14500000000001
Central Region,2014-05-15,Rice - Retail,465.54
Central Region,2014-06-15,Maize - Retail,66.82
Central Region,2014-06-15,Rice - Retail,455.04
Central Region,2014-07-15,Maize - Retail,70.64
Central Region,2014-07-15,Rice - Retail,414.5
Central Region,2014-08-15,Maize - Retail,69.27
Central Region,2014-08-15,Rice - Retail,455.04
Central Region,2014-09-15,Beans - Retail,419.17499999999995
Central Region,2014-09-15,Cassava - Retail,130.7
Central Region,2014-09-15,Groundnuts (shelled) - Retail,360.0
Central Region,2014-09-15,Maize - Retail,62.82
Central Region,2014-09-15,Rice - Retail,400.0
Central Region,2014-10-15,Beans - Retail,478.265
Central Region,2014-10-15,Cassava - Retail,109.945
Central Region,2014-10-15,Groundnuts (shelled) - Retail,386.11
Central Region,2014-10-15,Maize - Retail,63.41
Central Region,2014-10-15,Rice - Retail,400.0
Central Region,2014-11-15,Maize - Retail,80.0
Central Region,2014-11-15,Rice - Retail,431.05
Central Region,2014-12-15,Beans - Retail,500.0
Central Region,2014-12-15,Cassava - Retail,125.16499999999999
Central Region,2014-12-15,Groundnuts (shelled) - Retail,410.76
Central Region,2014-12-15,Maize - Retail,66.935
Central Region,2014-12-15,Rice - Retail,408.33500000000004
Central Region,2015-01-15,Beans - Retail,500.0
Central Region,2015-01-15,Cassava - Retail,108.0
Central Region,2015-01-15,Groundnuts (shelled) - Retail,443.985
Central Region,2015-01-15,Maize - Retail,83.08500000000001
Central Region,2015-01-15,Rice - Retail,420.26
Central Region,2015-02-15,Beans - Retail,550.0
Central Region,2015-02-15,Cassava - Retail,149.34
Central Region,2015-02-15,Groundnuts (shelled) - Retail,505.16
Central Region,2015-02-15,Maize - Retail,87.8
Central Region,2015-02-15,Rice - Retail,450.0
Central Region,2015-03-15,Maize - Retail,88.42
Central Region,2015-04-15,Maize - Retail,123.61
Central Region,2015-04-15,Rice - Retail,450.0
Central Region,2015-05-15,Beans - Retail,495.615
Central Region,2015-05-15,Cowpeas - Retail,301.43
Central Region,2015-05-15,Groundnuts (shelled) - Retail,453.35
Central Region,2015-05-15,Maize - Retail,115.54
Central Region,2015-05-15,Pigeon peas - Retail,326.57500000000005
Central Region,2015-05-15,Rice - Retail,434.33
Central Region,2015-06-15,Beans - Retail,469.305
Central Region,2015-06-15,Cowpeas - Retail,300.63
Central Region,2015-06-15,Groundnuts (shelled) - Retail,454.27
Central Region,2015-06-15,Maize - Retail,110.17
Central Region,2015-06-15,Pigeon peas - Retail,301.66
Central Region,2015-06-15,Rice - Retail,415.09000000000003
Central Region,2015-07-15,Beans - Retail,483.61
Central Region,2015-07-15,Groundnuts (shelled) - Retail,450.485
Central Region,2015-07-15,Maize - Retail,108.0
Central Region,2015-07-15,Rice - Retail,409.265
Central Region,2015-08-15,Beans - Retail,501.025
Central Region,2015-08-15,Groundnuts (shelled) - Retail,515.33
Central Region,2015-08-15,Maize - Retail,110.73
Central Region,2015-08-15,Rice - Retail,407.5
Central Region,2015-09-15,Beans - Retail,520.52
Central Region,2015-09-15,Groundnuts (shelled) - Retail,589.23
Central Region,2015-09-15,Maize - Retail,119.5
Central Region,2015-09-15,Rice - Retail,472.79
Central Region,2015-10-15,Beans - Retail,300.0
Central Region,2015-10-15,Groundnuts (shelled) - Retail,602.935
Central Region,2015-10-15,Maize - Retail,130.0
Central Region,2015-10-15,Rice - Retail,444.065
Central Region,2015-11-15,Beans - Retail,448.13
Central Region,2015-11-15,Groundnuts (shelled) - Retail,645.425
Central Region,2015-11-15,Maize - Retail,139.04
Central Region,2015-11-15,Rice - Retail,429.44
Central Region,2015-12-15,Beans - Retail,570.905
Central Region,2015-12-15,Groundnuts (shelled) - Retail,600.2
Central Region,2015-12-15,Maize - Retail,147.18
Central Region,2015-12-15,Rice - Retail,500.0
Central Region,2016-01-15,Beans - Retail,697.3
Central Region,2016-01-15,Groundnuts (shelled) - Retail,684.1
Central Region,2016-01-15,Maize - Retail,191.425
Central Region,2016-01-15,Rice - Retail,541.9200000000001
Central Region,2016-02-15,Beans - Retail,719.63
Central Region,2016-02-15,Groundnuts (shelled) - Retail,677.105
Central Region,2016-02-15,Maize - Retail,208.4
Central Region,2016-02-15,Rice - Retail,559.32
Central Region,2016-03-15,Beans - Retail,650.0
Central Region,2016-03-15,Groundnuts (shelled) - Retail,721.76
Central Region,2016-03-15,Maize - Retail,249.78
Central Region,2016-03-15,Rice - Retail,650.32
Central Region,2016-04-15,Beans - Retail,667.06
Central Region,2016-04-15,Groundnuts (shelled) - Retail,671.54
Central Region,2016-04-15,Maize - Retail,162.29
Central Region,2016-04-15,Rice - Retail,697.35
Central Region,2016-05-15,Beans - Retail,600.0
Central Region,2016-05-15,Groundnuts (shelled) - Retail,532.36
Central Region,2016-05-15,Maize - Retail,167.94
Central Region,2016-05-15,Rice - Retail,664.28
Central Region,2016-06-15,Beans - Retail,681.965
Central Region,2016-06-15,Groundnuts (shelled) - Retail,618.0
Central Region,2016-06-15,Maize - Retail,200.41
Central Region,2016-06-15,Rice - Retail,691.75
Central Region,2016-07-15,Beans - Retail,819.2750000000001
Central Region,2016-07-15,Groundnuts (shelled) - Retail,716.52
Central Region,2016-07-15,Maize - Retail,201.225
Central Region,2016-07-15,Rice - Retail,700.0
Central Region,2016-08-15,Beans - Retail,841.4
Central Region,2016-08-15,Groundnuts (shelled) - Retail,648.4449999999999
Central Region,2016-08-15,Maize - Retail,205.56
Central Region,2016-08-15,Rice - Retail,724.25
Central Region,2016-09-15,Beans - Retail,900.0
Central Region,2016-09-15,Groundnuts (shelled) - Retail,655.63
Central Region,2016-09-15,Maize - Retail,202.26999999999998
Central Region,2016-09-15,Rice - Retail,700.0
Central Region,2016-10-15,Beans - Retail,874.855
Central Region,2016-10-15,Groundnuts (shelled) - Retail,725.0
Central Region,2016-10-15,Maize - Retail,201.515
Central Region,2016-10-15,Rice - Retail,730.21
Central Region,2016-11-15,Beans - Retail,880.41
Central Region,2016-11-15,Groundnuts (shelled) - Retail,770.46
Central Region,2016-11-15,Maize - Retail,218.45
Central Region,2016-11-15,Rice - Retail,750.0
Central Region,2016-12-15,Beans - Retail,924.7049999999999
Central Region,2016-12-15,Groundnuts (shelled) - Retail,929.78
Central Region,2016-12-15,Maize - Retail,239.70499999999998
Central Region,2016-12-15,Rice - Retail,779.2
Central Region,2017-01-15,Beans - Retail,1013.1400000000001
Central Region,2017-01-15,Maize - Retail,226.28
Central Region,2017-01-15,Rice - Retail,800.0
Central Region,2017-02-15,Beans - Retail,951.2049999999999
Central Region,2017-02-15,Groundnuts (shelled) - Retail,820.835
Central Region,2017-02-15,Maize - Retail,208.95499999999998
Central Region,2017-02-15,Rice - Retail,781.905
Central Region,2017-03-15,Beans - Retail,770.42
Central Region,2017-03-15,Groundnuts (shelled) - Retail,800.0
Central Region,2017-03-15,Maize - Retail,186.86
Central Region,2017-03-15,Rice - Retail,790.38
Central Region,2017-04-15,Beans - Retail,615.8199999999999
Central Region,2017-04-15,Groundnuts (shelled) - Retail,766.9200000000001
Central Region,2017-04-15,Maize - Retail,165.0
Central Region,2017-04-15,Rice - Retail,750.0
Central Region,2017-05-15,Beans - Retail,998.26
Central Region,2017-05-15,Groundnuts (shelled) - Retail,706.25
Central Region,2017-05-15,Maize - Retail,109.38
Central Region,2017-05-15,Rice - Retail,737.5
Central Region,2017-06-15,Beans - Retail,687.5
Central Region,2017-06-15,Groundnuts (shelled) - Retail,487.525
Central Region,2017-06-15,Maize - Retail,99.405
Central Region,2017-06-15,Rice - Retail,625.13
Central Region,2017-07-15,Beans - Retail,705.11
Central Region,2017-07-15,Groundnuts (shelled) - Retail,425.0
Central Region,2017-07-15,Maize - Retail,89.265
Central Region,2017-07-15,Rice - Retail,600.0
Central Region,2017-08-15,Beans - Retail,690.0
Central Region,2017-08-15,Groundnuts (shelled) - Retail,425.0
Central Region,2017-08-15,Maize - Retail,90.78
Central Region,2017-08-15,Rice - Retail,600.0
Central Region,2017-09-15,Beans - Retail,727.175
Central Region,2017-09-15,Groundnuts (shelled) - Retail,500.0
Central Region,2017-09-15,Maize - Retail,87.6
Central Region,2017-09-15,Rice - Retail,606.46
Central Region,2017-10-15,Beans - Retail,750.31
Central Region,2017-10-15,Groundnuts (shelled) - Retail,557.91
Central Region,2017-10-15,Maize - Retail,99.78
Central Region,2017-10-15,Rice - Retail,625.7950000000001
Central Region,2017-11-15,Beans - Retail,735.615
Central Region,2017-11-15,Groundnuts (shelled) - Retail,500.0
Central Region,2017-11-15,Maize - Retail,87.055
Central Region,2017-11-15,Rice - Retail,600.0
Central Region,2017-12-15,Beans - Retail,747.98
Central Region,2017-12-15,Groundnuts (shelled) - Retail,525.04
Central Region,2017-12-15,Maize - Retail,91.22
Central Region,2017-12-15,Rice - Retail,700.0
Central Region,2018-01-15,Beans - Retail,794.265
Central Region,2018-01-15,Groundnuts (shelled) - Retail,538.135
Central Region,2018-01-15,Maize - Retail,94.31
Central Region,2018-01-15,Rice - Retail,705.0
Central Region,2018-02-15,Beans - Retail,800.0
Central Region,2018-02-15,Groundnuts (shelled) - Retail,650.0
Central Region,2018-02-15,Maize - Retail,103.715
Central Region,2018-02-15,Rice - Retail,738.96
Central Region,2018-03-15,Beans - Retail,800.0
Central Region,2018-03-15,Maize - Retail,117.425
Central Region,2018-03-15,Rice - Retail,700.0
Central Region,2018-04-15,Beans - Retail,600.0
Central Region,2018-04-15,Groundnuts (shelled) - Retail,684.55
Central Region,2018-04-15,Maize - Retail,110.17
Central Region,2018-04-15,Rice - Retail,725.0
Central Region,2018-05-15,Beans - Retail,750.04
Central Region,2018-05-15,Groundnuts (shelled) - Retail,740.38
Central Region,2018-05-15,Maize - Retail,98.11
Central Region,2018-05-15,Rice - Retail,733.49
Central Region,2018-06-15,Beans - Retail,830.35
Central Region,2018-06-15,Groundnuts (shelled) - Retail,590.79
Central Region,2018-06-15,Maize - Retail,114.105
Central Region,2018-06-15,Rice - Retail,731.74
Central Region,2018-07-15,Beans - Retail,748.24
Central Region,2018-07-15,Groundnuts (shelled) - Retail,597.97
Central Region,2018-07-15,Maize - Retail,120.38
Central Region,2018-07-15,Rice - Retail,692.39
Central Region,2018-08-15,Beans - Retail,734.9
Central Region,2018-08-15,Groundnuts (shelled) - Retail,611.72
Central Region,2018-08-15,Maize - Retail,133.99
Central Region,2018-08-15,Rice - Retail,704.74
Central Region,2018-09-15,Beans - Retail,727.725
Central Region,2018-09-15,Groundnuts (shelled) - Retail,617.0999999999999
Central Region,2018-09-15,Maize - Retail,117.83500000000001
Central Region,2018-09-15,Rice - Retail,657.685
Central Region,2018-10-15,Beans - Retail,734.5
Central Region,2018-10-15,Groundnuts (shelled) - Retail,650.19
Central Region,2018-10-15,Maize - Retail,120.19
Central Region,2018-10-15,Rice - Retail,685.9
Central Region,2018-11-15,Beans - Retail,763.845
Central Region,2018-11-15,Groundnuts (shelled) - Retail,640.16
Central Region,2018-11-15,Maize - Retail,136.51999999999998
Central Region,2018-11-15,Rice - Retail,740.07
Central Region,2018-12-15,Beans - Retail,787.5
Central Region,2018-12-15,Groundnuts (shelled) - Retail,633.115
Central Region,2018-12-15,Maize - Retail,151.44
Central Region,2018-12-15,Rice - Retail,750.0
Central Region,2019-01-15,Beans - Retail,863.51
Central Region,2019-01-15,Groundnuts (shelled) - Retail,599.43
Central Region,2019-01-15,Maize - Retail,157.23000000000002
Central Region,2019-01-15,Rice - Retail,722.98
Central Region,2019-02-15,Beans - Retail,866.99
Central Region,2019-02-15,Groundnuts (shelled) - Retail,700.005
Central Region,2019-02-15,Maize - Retail,173.32
Central Region,2019-02-15,Rice - Retail,750.0
Central Region,2019-03-15,Beans - Retail,759.14
Central Region,2019-03-15,Groundnuts (shelled) - Retail,780.22
Central Region,2019-03-15,Maize - Retail,182.5
Central Region,2019-03-15,Rice - Retail,780.22
Central Region,2019-04-15,Beans - Retail,720.3
Central Region,2019-04-15,Groundnuts (shelled) - Retail,591.75
Central Region,2019-04-15,Maize - Retail,154.375
Central Region,2019-04-15,Rice - Retail,725.0
Central Region,2019-05-15,Beans - Retail,662.5
Central Region,2019-05-15,Cowpeas - Retail,350.0
Central Region,2019-05-15,Groundnuts (shelled) - Retail,600.0
Central Region,2019-05-15,Maize - Retail,128.75
Central Region,2019-05-15,Pigeon peas - Retail,300.0
Central Region,2019-05-15,Rice - Retail,731.25
Central Region,2019-06-15,Beans - Retail,766.67
Central Region,2019-06-15,Cowpeas - Retail,393.75
Central Region,2019-06-15,Groundnuts (shelled) - Retail,627.87
Central Region,2019-06-15,Maize - Retail,136.67
Central Region,2019-06-15,Pigeon peas - Retail,300.0
Central Region,2019-06-15,Rice - Retail,760.7950000000001
Central Region,2019-07-15,Beans - Retail,775.0
Central Region,2019-07-15,Cowpeas - Retail,400.0
Central Region,2019-07-15,Groundnuts (shelled) - Retail,492.5
Central Region,2019-07-15,Maize - Retail,171.25
Central Region,2019-07-15,Pigeon peas - Retail,425.0
Central Region,2019-07-15,Rice - Retail,600.0
Central Region,2019-08-15,Beans - Retail,767.58
Central Region,2019-08-15,Groundnuts (shelled) - Retail,568.65
Central Region,2019-08-15,Maize - Retail,205.18
Central Region,2019-08-15,Rice - Retail,732.82
Central Region,2019-09-15,Beans - Retail,817.775
Central Region,2019-09-15,Groundnuts (shelled) - Retail,610.745
Central Region,2019-09-15,Maize - Retail,220.065
Central Region,2019-09-15,Rice - Retail,750.29
Central Region,2019-10-15,Groundnuts (shelled) - Retail,671.78
Central Region,2019-10-15,Maize - Retail,224.76999999999998
Central Region,2019-10-15,Rice - Retail,731.54
Central Region,2019-11-15,Beans - Retail,830.16
Central Region,2019-11-15,Groundnuts (shelled) - Retail,678.9549999999999
Central Region,2019-11-15,Maize - Retail,250.0
Central Region,2019-11-15,Rice - Retail,750.0
Central Region,2019-12-15,Beans - Retail,881.725
Central Region,2019-12-15,Groundnuts (shelled) - Retail,781.0550000000001
Central Region,2019-12-15,Maize - Retail,280.0
Central Region,2019-12-15,Rice - Retail,725.25
Northern Region,2014-01-15,Beans - Retail,376.99
Northern Region,2014-01-15,Cassava - Retail,91.56
Northern Region,2014-01-15,Groundnuts (shelled) - Retail,378.85
Northern Region,2014-01-15,Maize - Retail,138.285
Northern Region,2014-01-15,Rice - Retail,402.66999999999996
Northern Region,2014-02-15,Maize - Retail,129.7
Northern Region,2014-03-15,Maize - Retail,108.645
Northern Region,2014-04-15,Beans - Retail,392.29
Northern Region,2014-04-15,Cassava - Retail,112.43
Northern Region,2014-04-15,Maize - Retail,103.63
Northern Region,2014-04-15,Rice - Retail,453.15
Northern Region,2014-05-15,Maize - Retail,106.59
Northern Region,2014-06-15,Cassava - Retail,118.27
Northern Region,2014-06-15,Maize - Retail,83.245
Northern Region,2014-06-15,Rice - Retail,327.62
Northern Region,2014-07-15,Maize - Retail,87.6
Northern Region,2014-07-15,Rice - Retail,346.17
Northern Region,2014-08-15,Maize - Retail,90.63
Northern Region,2014-08-15,Rice - Retail,347.77
Northern Region,2014-09-15,Beans - Retail,375.2
Northern Region,2014-09-15,Cassava - Retail,110.23
Northern Region,2014-09-15,Groundnuts (shelled) - Retail,367.07
Northern Region,2014-09-15,Maize - Retail,92.1
Northern Region,2014-09-15,Rice - Retail,387.05499999999995
Northern Region,2014-10-15,Beans - Retail,386.425
Northern Region,2014-10-15,Cassava - Retail,135.46499999999997
Northern Region,2014-10-15,Groundnuts (shelled) - Retail,402.015
Northern Region,2014-10-15,Maize - Retail,76.76
Northern Region,2014-10-15,Rice - Retail,385.42
Northern Region,2014-11-15,Cassava - Retail,253.24
Northern Region,2014-11-15,Maize - Retail,72.985
Northern Region,2014-11-15,Rice - Retail,409.03
Northern Region,2014-12-15,Beans - Retail,435.94
Northern Region,2014-12-15,Cassava - Retail,127.96
Northern Region,2014-12-15,Groundnuts (shelled) - Retail,435.14
Northern Region,2014-12-15,Maize - Retail,83.41
Northern Region,2014-12-15,Rice - Retail,399.86
Northern Region,2015-01-15,Beans - Retail,436.295
Northern Region,2015-01-15,Cassava - Retail,139.485
Northern Region,2015-01-15,Groundnuts (shelled) - Retail,434.27
Northern Region,2015-01-15,Maize - Retail,100.57
Northern Region,2015-01-15,Rice - Retail,450.11
Northern Region,2015-02-15,Beans - Retail,444.5
Northern Region,2015-02-15,Cassava - Retail,191.79
Northern Region,2015-02-15,Groundnuts (shelled) - Retail,410.95
Northern Region,2015-02-15,Maize - Retail,100.27
Northern Region,2015-02-15,Rice - Retail,500.0
Northern Region,2015-03-15,Cassava - Retail,240.1
Northern Region,2015-03-15,Maize - Retail,97.25999999999999
Northern Region,2015-03-15,Rice - Retail,607.55
Northern Region,2015-04-15,Cassava - Retail,217.52
Northern Region,2015-04-15,Maize - Retail,125.145
Northern Region,2015-04-15,Rice - Retail,619.04
Northern Region,2015-05-15,Beans - Retail,345.02
Northern Region,2015-05-15,Cassava - Retail,255.0
Northern Region,2015-05-15,Cowpeas - Retail,279.03
Northern Region,2015-05-15,Groundnuts (shelled) - Retail,320.97
Northern Region,2015-05-15,Maize - Retail,108.83
Northern Region,2015-05-15,Rice - Retail,436.165
Northern Region,2015-06-15,Beans - Retail,408.935
Northern Region,2015-06-15,Cowpeas - Retail,280.06
Northern Region,2015-06-15,Groundnuts (shelled) - Retail,474.52
Northern Region,2015-06-15,Maize - Retail,102.905
Northern Region,2015-06-15,Pigeon peas - Retail,209.07
Northern Region,2015-06-15,Rice - Retail,416.68499999999995
Northern Region,2015-07-15,Beans - Retail,368.94
Northern Region,2015-07-15,Cassava - Retail,152.51
Northern Region,2015-07-15,Groundnuts (shelled) - Retail,378.82
Northern Region,2015-07-15,Maize - Retail,107.755
Northern Region,2015-07-15,Rice - Retail,441.49
Northern Region,2015-08-15,Beans - Retail,416.82
Northern Region,2015-08-15,Cassava - Retail,193.85
Northern Region,2015-08-15,Groundnuts (shelled) - Retail,481.65
Northern Region,2015-08-15,Maize - Retail,116.02
Northern Region,2015-08-15,Rice - Retail,452.17
Northern Region,2015-09-15,Beans - Retail,455.46
Northern Region,2015-09-15,Cassava - Retail,325.55
Northern Region,2015-09-15,Groundnuts (shelled) - Retail,487.67
Northern Region,2015-09-15,Maize - Retail,128.08
Northern Region,2015-09-15,Rice - Retail,456.46500000000003
Northern Region,2015-10-15,Beans - Retail,362.34
Northern Region,2015-10-15,Cassava - Retail,326.49
Northern Region,2015-10-15,Groundnuts (shelled) - Retail,469.25
Northern Region,2015-10-15,Maize - Retail,132.17000000000002
Northern Region,2015-10-15,Rice - Retail,453.28
Northern Region,2015-11-15,Beans - Retail,317.185
Northern Region,2015-11-15,Cassava - Retail,206.25
Northern Region,2015-11-15,Groundnuts (shelled) - Retail,437.28
Northern Region,2015-11-15,Maize - Retail,131.77
Northern Region,2015-11-15,Rice - Retail,473.92
Northern Region,2015-12-15,Beans - Retail,534.4
Northern Region,2015-12-15,Groundnuts (shelled) - Retail,550.43
Northern Region,2015-12-15,Maize - Retail,136.86
Northern Region,2015-12-15,Rice - Retail,500.0
Northern Region,2016-01-15,Beans - Retail,649.21
